Tabela,Data,Kurs średni,Zmiana
155/A/NBP/2015,2015-08-12,4.2093,0.14
154/A/NBP/2015,2015-08-11,4.2035,0.24
153/A/NBP/2015,2015-08-10,4.1933,0.16
152/A/NBP/2015,2015-08-07,4.1868,0.17
151/A/NBP/2015,2015-08-06,4.1798,0.34
150/A/NBP/2015,2015-08-05,4.1655,0.46
149/A/NBP/2015,2015-08-04,4.1463,0.25
148/A/NBP/2015,2015-08-03,4.136,-0.31
147/A/NBP/2015,2015-07-31,4.1488,0.14
146/A/NBP/2015,2015-07-30,4.1429,-0.06
145/A/NBP/2015,2015-07-29,4.1452,0.42
144/A/NBP/2015,2015-07-28,4.128,-0.52
143/A/NBP/2015,2015-07-27,4.1495,0.73
142/A/NBP/2015,2015-07-24,4.1195,-0.22
141/A/NBP/2015,2015-07-23,4.1285,0.27
140/A/NBP/2015,2015-07-22,4.1174,0.15
139/A/NBP/2015,2015-07-21,4.1112,0.07
138/A/NBP/2015,2015-07-20,4.1083,0.15
137/A/NBP/2015,2015-07-17,4.1021,-0.22
136/A/NBP/2015,2015-07-16,4.1111,-0.5
135/A/NBP/2015,2015-07-15,4.1319,-0.54
134/A/NBP/2015,2015-07-14,4.1545,-0.01
133/A/NBP/2015,2015-07-13,4.155,-0.85
132/A/NBP/2015,2015-07-10,4.1905,-0.88
131/A/NBP/2015,2015-07-09,4.2277,0.15
130/A/NBP/2015,2015-07-08,4.2213,0.44
129/A/NBP/2015,2015-07-07,4.2026,0.09
128/A/NBP/2015,2015-07-06,4.199,0.22
127/A/NBP/2015,2015-07-03,4.1896,-0.09
126/A/NBP/2015,2015-07-02,4.1935,0.03
125/A/NBP/2015,2015-07-01,4.1923,-0.05
124/A/NBP/2015,2015-06-30,4.1944,0.12
123/A/NBP/2015,2015-06-29,4.1893,0.31
122/A/NBP/2015,2015-06-26,4.1764,0.06
121/A/NBP/2015,2015-06-25,4.1737,0.23
120/A/NBP/2015,2015-06-24,4.164,0.01
119/A/NBP/2015,2015-06-23,4.1637,-0.21
118/A/NBP/2015,2015-06-22,4.1724,0.02
117/A/NBP/2015,2015-06-19,4.1715,0.24
116/A/NBP/2015,2015-06-18,4.1615,0.19
115/A/NBP/2015,2015-06-17,4.1535,-0.14
114/A/NBP/2015,2015-06-16,4.1595,0.26
113/A/NBP/2015,2015-06-15,4.1486,0.15
112/A/NBP/2015,2015-06-12,4.1423,-0.14
111/A/NBP/2015,2015-06-11,4.1481,-0.29
110/A/NBP/2015,2015-06-10,4.1602,-0.25
109/A/NBP/2015,2015-06-09,4.1705,0.35
108/A/NBP/2015,2015-06-08,4.1559,-0.1
107/A/NBP/2015,2015-06-05,4.16,0.71
106/A/NBP/2015,2015-06-03,4.1307,-0.16
105/A/NBP/2015,2015-06-02,4.1374,0.28
104/A/NBP/2015,2015-06-01,4.126,-0.1
103/A/NBP/2015,2015-05-29,4.1301,-0.28
102/A/NBP/2015,2015-05-28,4.1419,0.03
101/A/NBP/2015,2015-05-27,4.1405,0.31
100/A/NBP/2015,2015-05-26,4.1279,0.32
99/A/NBP/2015,2015-05-25,4.1149,0.41
98/A/NBP/2015,2015-05-22,4.098,0.35
97/A/NBP/2015,2015-05-21,4.0836,0.57
96/A/NBP/2015,2015-05-20,4.0606,0.35
95/A/NBP/2015,2015-05-19,4.0465,-0.01
94/A/NBP/2015,2015-05-18,4.0468,-0.29
93/A/NBP/2015,2015-05-15,4.0587,-0.87
92/A/NBP/2015,2015-05-14,4.0945,0.44
91/A/NBP/2015,2015-05-13,4.0765,-0.65
90/A/NBP/2015,2015-05-12,4.103,0.65
89/A/NBP/2015,2015-05-11,4.0767,0.53
88/A/NBP/2015,2015-05-08,4.0552,-0.33
87/A/NBP/2015,2015-05-07,4.0685,0.33
86/A/NBP/2015,2015-05-06,4.0552,0.93
85/A/NBP/2015,2015-05-05,4.0179,-0.71
84/A/NBP/2015,2015-05-04,4.0465,0.32
83/A/NBP/2015,2015-04-30,4.0337,0.69
82/A/NBP/2015,2015-04-29,4.006,-0.04
81/A/NBP/2015,2015-04-28,4.0075,-0.35
80/A/NBP/2015,2015-04-27,4.0214,0.13
79/A/NBP/2015,2015-04-24,4.0161,0.21
78/A/NBP/2015,2015-04-23,4.0075,0.15
77/A/NBP/2015,2015-04-22,4.0015,0.48
76/A/NBP/2015,2015-04-21,3.9822,-0.72
75/A/NBP/2015,2015-04-20,4.0112,-0.54
74/A/NBP/2015,2015-04-17,4.033,0.47
73/A/NBP/2015,2015-04-16,4.014,0.14
72/A/NBP/2015,2015-04-15,4.0083,-0.01
71/A/NBP/2015,2015-04-14,4.0088,-0.27
70/A/NBP/2015,2015-04-13,4.0198,0
69/A/NBP/2015,2015-04-10,4.0198,0
68/A/NBP/2015,2015-04-09,4.0198,-0.35
67/A/NBP/2015,2015-04-08,4.034,-0.68
66/A/NBP/2015,2015-04-07,4.0615,-0.33
65/A/NBP/2015,2015-04-03,4.0748,0.27
64/A/NBP/2015,2015-04-02,4.064,-0.06
63/A/NBP/2015,2015-04-01,4.0665,-0.55
62/A/NBP/2015,2015-03-31,4.089,-0.12
61/A/NBP/2015,2015-03-30,4.094,-0.13
60/A/NBP/2015,2015-03-27,4.0993,0.26
59/A/NBP/2015,2015-03-26,4.0886,-0.1
58/A/NBP/2015,2015-03-25,4.0927,-0.4
57/A/NBP/2015,2015-03-24,4.109,-0.48
56/A/NBP/2015,2015-03-23,4.1287,0.08
55/A/NBP/2015,2015-03-20,4.1255,0.06
54/A/NBP/2015,2015-03-19,4.123,-0.53
53/A/NBP/2015,2015-03-18,4.145,0.13
52/A/NBP/2015,2015-03-17,4.1397,0.06
51/A/NBP/2015,2015-03-16,4.1373,-0.38
50/A/NBP/2015,2015-03-13,4.1529,0.67
49/A/NBP/2015,2015-03-12,4.1251,-0.44
48/A/NBP/2015,2015-03-11,4.1435,0.49
47/A/NBP/2015,2015-03-10,4.1233,-0.06
46/A/NBP/2015,2015-03-09,4.1259,-0.08
45/A/NBP/2015,2015-03-06,4.1292,-0.3
44/A/NBP/2015,2015-03-05,4.1415,-0.74
43/A/NBP/2015,2015-03-04,4.1723,0.4
42/A/NBP/2015,2015-03-03,4.1557,0
41/A/NBP/2015,2015-03-02,4.1559,0.15
40/A/NBP/2015,2015-02-27,4.1495,-0.11
39/A/NBP/2015,2015-02-26,4.1542,-0.3
38/A/NBP/2015,2015-02-25,4.1668,-0.23
37/A/NBP/2015,2015-02-24,4.1763,-0.03
36/A/NBP/2015,2015-02-23,4.1777,-0.06
35/A/NBP/2015,2015-02-20,4.18,0.07
34/A/NBP/2015,2015-02-19,4.177,-0.32
33/A/NBP/2015,2015-02-18,4.1905,0
32/A/NBP/2015,2015-02-17,4.1904,0.22
31/A/NBP/2015,2015-02-16,4.1812,0.07
30/A/NBP/2015,2015-02-13,4.1783,-0.24
29/A/NBP/2015,2015-02-12,4.1884,-0.27
28/A/NBP/2015,2015-02-11,4.1999,-0.04
27/A/NBP/2015,2015-02-10,4.2017,0.62
26/A/NBP/2015,2015-02-09,4.176,0.16
25/A/NBP/2015,2015-02-06,4.1695,-0.11
24/A/NBP/2015,2015-02-05,4.1739,0.06
23/A/NBP/2015,2015-02-04,4.1712,-0.24
22/A/NBP/2015,2015-02-03,4.1812,0.12
21/A/NBP/2015,2015-02-02,4.1762,-0.76
20/A/NBP/2015,2015-01-30,4.2081,-0.62
19/A/NBP/2015,2015-01-29,4.2344,-0.01
18/A/NBP/2015,2015-01-28,4.2348,0.15
17/A/NBP/2015,2015-01-27,4.2285,-0.02
16/A/NBP/2015,2015-01-26,4.2293,-0.14
15/A/NBP/2015,2015-01-23,4.2354,-1.5
14/A/NBP/2015,2015-01-22,4.2997,-0.51
13/A/NBP/2015,2015-01-21,4.3218,-0.27
12/A/NBP/2015,2015-01-20,4.3335,0.39
11/A/NBP/2015,2015-01-19,4.3165,-0.13
10/A/NBP/2015,2015-01-16,4.322,0.75
9/A/NBP/2015,2015-01-15,4.2897,0.03
8/A/NBP/2015,2015-01-14,4.2885,0.19
7/A/NBP/2015,2015-01-13,4.2802,0.05
6/A/NBP/2015,2015-01-12,4.2782,-0.13
5/A/NBP/2015,2015-01-09,4.2837,-0.34
4/A/NBP/2015,2015-01-08,4.2985,-0.3
3/A/NBP/2015,2015-01-07,4.3115,0.25
2/A/NBP/2015,2015-01-05,4.3008,-0.16
1/A/NBP/2015,2015-01-02,4.3078,1.07
252/A/NBP/2014,2014-12-31,4.2623,-1.19
251/A/NBP/2014,2014-12-30,4.3138,0.2
250/A/NBP/2014,2014-12-29,4.3053,-0.02
249/A/NBP/2014,2014-12-24,4.306,0.74
248/A/NBP/2014,2014-12-23,4.2743,0.28
247/A/NBP/2014,2014-12-22,4.2625,-0.19
246/A/NBP/2014,2014-12-19,4.2705,0.8
245/A/NBP/2014,2014-12-18,4.2365,0.19
244/A/NBP/2014,2014-12-17,4.2286,0.84
243/A/NBP/2014,2014-12-16,4.1935,0.42
242/A/NBP/2014,2014-12-15,4.1761,-0.11
241/A/NBP/2014,2014-12-12,4.1805,0.13
240/A/NBP/2014,2014-12-11,4.1749,0.37
239/A/NBP/2014,2014-12-10,4.1595,0
238/A/NBP/2014,2014-12-09,4.1594,-0.15
237/A/NBP/2014,2014-12-08,4.1655,0.17
236/A/NBP/2014,2014-12-05,4.1585,0.11
235/A/NBP/2014,2014-12-04,4.1538,-0.09
234/A/NBP/2014,2014-12-03,4.1574,-0.11
233/A/NBP/2014,2014-12-02,4.162,-0.4
232/A/NBP/2014,2014-12-01,4.1788,-0.06
231/A/NBP/2014,2014-11-28,4.1814,0.02
230/A/NBP/2014,2014-11-27,4.1807,0.02
229/A/NBP/2014,2014-11-26,4.18,-0.28
228/A/NBP/2014,2014-11-25,4.1916,-0.15
227/A/NBP/2014,2014-11-24,4.1977,-0.26
226/A/NBP/2014,2014-11-21,4.2088,-0.16
225/A/NBP/2014,2014-11-20,4.2155,-0.04
224/A/NBP/2014,2014-11-19,4.217,-0.02
223/A/NBP/2014,2014-11-18,4.218,-0.18
222/A/NBP/2014,2014-11-17,4.2255,-0.08
221/A/NBP/2014,2014-11-14,4.229,0.21
220/A/NBP/2014,2014-11-13,4.2203,-0.1
219/A/NBP/2014,2014-11-12,4.2247,0.2
218/A/NBP/2014,2014-11-10,4.2163,-0.19
217/A/NBP/2014,2014-11-07,4.2243,-0.02
216/A/NBP/2014,2014-11-06,4.225,-0.14
215/A/NBP/2014,2014-11-05,4.231,0.13
214/A/NBP/2014,2014-11-04,4.2253,0.1
213/A/NBP/2014,2014-11-03,4.2209,0.39
212/A/NBP/2014,2014-10-31,4.2043,-0.56
211/A/NBP/2014,2014-10-30,4.228,0.08
210/A/NBP/2014,2014-10-29,4.2248,-0.05
209/A/NBP/2014,2014-10-28,4.2268,0.09
208/A/NBP/2014,2014-10-27,4.2229,-0.04
207/A/NBP/2014,2014-10-24,4.2245,-0.08
206/A/NBP/2014,2014-10-23,4.228,0.12
205/A/NBP/2014,2014-10-22,4.2228,-0.08
204/A/NBP/2014,2014-10-21,4.2263,0.07
203/A/NBP/2014,2014-10-20,4.2232,-0.14
202/A/NBP/2014,2014-10-17,4.2293,0.17
201/A/NBP/2014,2014-10-16,4.2223,0.32
200/A/NBP/2014,2014-10-15,4.2089,0.23
199/A/NBP/2014,2014-10-14,4.1993,0.22
198/A/NBP/2014,2014-10-13,4.1901,0.25
197/A/NBP/2014,2014-10-10,4.1795,-0.07
196/A/NBP/2014,2014-10-09,4.1826,-0.07
195/A/NBP/2014,2014-10-08,4.1856,0.07
194/A/NBP/2014,2014-10-07,4.1825,-0.01
193/A/NBP/2014,2014-10-06,4.1829,0.1
192/A/NBP/2014,2014-10-03,4.1789,0.02
191/A/NBP/2014,2014-10-02,4.178,-0.03
190/A/NBP/2014,2014-10-01,4.1792,0.09
189/A/NBP/2014,2014-09-30,4.1755,-0.21
188/A/NBP/2014,2014-09-29,4.1843,0.15
187/A/NBP/2014,2014-09-26,4.1781,0.06
186/A/NBP/2014,2014-09-25,4.1757,-0.07
185/A/NBP/2014,2014-09-24,4.1785,0.02
184/A/NBP/2014,2014-09-23,4.1775,-0.17
183/A/NBP/2014,2014-09-22,4.1845,-0.04
182/A/NBP/2014,2014-09-19,4.186,-0.05
181/A/NBP/2014,2014-09-18,4.188,-0.05
180/A/NBP/2014,2014-09-17,4.1899,-0.17
179/A/NBP/2014,2014-09-16,4.197,-0.14
178/A/NBP/2014,2014-09-15,4.2028,0.17
177/A/NBP/2014,2014-09-12,4.1957,0.05
176/A/NBP/2014,2014-09-11,4.1935,-0.32
175/A/NBP/2014,2014-09-10,4.207,0.22
174/A/NBP/2014,2014-09-09,4.1978,0.37
173/A/NBP/2014,2014-09-08,4.1824,-0.2
172/A/NBP/2014,2014-09-05,4.1908,-0.22
171/A/NBP/2014,2014-09-04,4.2,0.15
170/A/NBP/2014,2014-09-03,4.1937,-0.43
169/A/NBP/2014,2014-09-02,4.212,0.05
168/A/NBP/2014,2014-09-01,4.2099,-0.07
167/A/NBP/2014,2014-08-29,4.2129,0.2
166/A/NBP/2014,2014-08-28,4.2043,0.39
165/A/NBP/2014,2014-08-27,4.188,0.19
164/A/NBP/2014,2014-08-26,4.18,-0.03
163/A/NBP/2014,2014-08-25,4.1814,-0.14
162/A/NBP/2014,2014-08-22,4.1874,-0.05
161/A/NBP/2014,2014-08-21,4.1893,0.13
160/A/NBP/2014,2014-08-20,4.1838,-0.08
159/A/NBP/2014,2014-08-19,4.1871,-0.19
158/A/NBP/2014,2014-08-18,4.1951,0.36
157/A/NBP/2014,2014-08-14,4.18,-0.43
156/A/NBP/2014,2014-08-13,4.198,-0.11
155/A/NBP/2014,2014-08-12,4.2025,0.06
154/A/NBP/2014,2014-08-11,4.1998,-0.44
153/A/NBP/2014,2014-08-08,4.2184,0.46
152/A/NBP/2014,2014-08-07,4.199,0.12
151/A/NBP/2014,2014-08-06,4.194,0.63
150/A/NBP/2014,2014-08-05,4.1679,-0.25
149/A/NBP/2014,2014-08-04,4.1783,-0.25
148/A/NBP/2014,2014-08-01,4.1887,0.59
147/A/NBP/2014,2014-07-31,4.164,0.3
146/A/NBP/2014,2014-07-30,4.1517,-0.02
145/A/NBP/2014,2014-07-29,4.1524,0.13
144/A/NBP/2014,2014-07-28,4.147,0.03
143/A/NBP/2014,2014-07-25,4.1459,0.15
142/A/NBP/2014,2014-07-24,4.1398,0.1
141/A/NBP/2014,2014-07-23,4.1355,-0.26
140/A/NBP/2014,2014-07-22,4.1464,-0.14
139/A/NBP/2014,2014-07-21,4.1521,0.1
138/A/NBP/2014,2014-07-18,4.1479,0.24
137/A/NBP/2014,2014-07-17,4.1378,0.16
136/A/NBP/2014,2014-07-16,4.131,-0.3
135/A/NBP/2014,2014-07-15,4.1433,0.1
134/A/NBP/2014,2014-07-14,4.139,-0.07
133/A/NBP/2014,2014-07-11,4.1419,0.19
132/A/NBP/2014,2014-07-10,4.1341,0.17
131/A/NBP/2014,2014-07-09,4.1272,-0.31
130/A/NBP/2014,2014-07-08,4.1401,-0.17
129/A/NBP/2014,2014-07-07,4.1472,0.09
128/A/NBP/2014,2014-07-04,4.1435,-0.24
127/A/NBP/2014,2014-07-03,4.1536,0.09
126/A/NBP/2014,2014-07-02,4.15,-0.12
125/A/NBP/2014,2014-07-01,4.155,-0.14
124/A/NBP/2014,2014-06-30,4.1609,0.2
123/A/NBP/2014,2014-06-27,4.1528,0.41
122/A/NBP/2014,2014-06-26,4.1358,-0.19
121/A/NBP/2014,2014-06-25,4.1437,-0.36
120/A/NBP/2014,2014-06-24,4.1587,-0.04
119/A/NBP/2014,2014-06-23,4.1603,0.23
118/A/NBP/2014,2014-06-20,4.1506,0.1
117/A/NBP/2014,2014-06-18,4.1463,0.16
116/A/NBP/2014,2014-06-17,4.1398,-0.15
115/A/NBP/2014,2014-06-16,4.146,0.56
114/A/NBP/2014,2014-06-13,4.1231,0.33
113/A/NBP/2014,2014-06-12,4.1096,-0.15
112/A/NBP/2014,2014-06-11,4.1157,0.16
111/A/NBP/2014,2014-06-10,4.109,0.22
110/A/NBP/2014,2014-06-09,4.0998,-0.52
109/A/NBP/2014,2014-06-06,4.1211,-0.01
108/A/NBP/2014,2014-06-05,4.1215,-0.75
107/A/NBP/2014,2014-06-04,4.1527,0.33
106/A/NBP/2014,2014-06-03,4.1392,0.09
105/A/NBP/2014,2014-06-02,4.1355,-0.16
104/A/NBP/2014,2014-05-30,4.142,0.08
103/A/NBP/2014,2014-05-29,4.1385,-0.7
102/A/NBP/2014,2014-05-28,4.1678,0.06
101/A/NBP/2014,2014-05-27,4.1655,0.23
100/A/NBP/2014,2014-05-26,4.156,0.09
99/A/NBP/2014,2014-05-23,4.1524,-0.55
98/A/NBP/2014,2014-05-22,4.1755,-0.31
97/A/NBP/2014,2014-05-21,4.1885,-0.05
96/A/NBP/2014,2014-05-20,4.1905,0.05
95/A/NBP/2014,2014-05-19,4.1884,-0.12
94/A/NBP/2014,2014-05-16,4.1935,0.27
93/A/NBP/2014,2014-05-15,4.1824,-0.01
92/A/NBP/2014,2014-05-14,4.1828,0.03
91/A/NBP/2014,2014-05-13,4.1815,0.04
90/A/NBP/2014,2014-05-12,4.1797,0.02
89/A/NBP/2014,2014-05-09,4.1787,-0.19
88/A/NBP/2014,2014-05-08,4.1865,-0.33
87/A/NBP/2014,2014-05-07,4.2003,-0.11
86/A/NBP/2014,2014-05-06,4.2051,-0.01
85/A/NBP/2014,2014-05-05,4.2056,0.16
84/A/NBP/2014,2014-05-02,4.199,-0.01
83/A/NBP/2014,2014-04-30,4.1994,-0.14
82/A/NBP/2014,2014-04-29,4.2053,-0.14
81/A/NBP/2014,2014-04-28,4.2112,0.2
80/A/NBP/2014,2014-04-25,4.203,0.33
79/A/NBP/2014,2014-04-24,4.1893,-0.05
78/A/NBP/2014,2014-04-23,4.1914,0.06
77/A/NBP/2014,2014-04-22,4.189,0.17
76/A/NBP/2014,2014-04-18,4.182,-0.35
75/A/NBP/2014,2014-04-17,4.1968,0.1
74/A/NBP/2014,2014-04-16,4.1925,0.2
73/A/NBP/2014,2014-04-15,4.184,-0.04
72/A/NBP/2014,2014-04-14,4.1855,0.17
71/A/NBP/2014,2014-04-11,4.1784,0.18
70/A/NBP/2014,2014-04-10,4.171,0.08
69/A/NBP/2014,2014-04-09,4.1675,-0.02
68/A/NBP/2014,2014-04-08,4.1684,-0.15
67/A/NBP/2014,2014-04-07,4.1748,0.22
66/A/NBP/2014,2014-04-04,4.1657,-0.19
65/A/NBP/2014,2014-04-03,4.1738,-0.09
64/A/NBP/2014,2014-04-02,4.1774,0.02
63/A/NBP/2014,2014-04-01,4.1765,0.12
62/A/NBP/2014,2014-03-31,4.1713,0.09
61/A/NBP/2014,2014-03-28,4.1677,-0.36
60/A/NBP/2014,2014-03-27,4.1826,-0.02
59/A/NBP/2014,2014-03-26,4.1835,-0.18
58/A/NBP/2014,2014-03-25,4.191,-0.19
57/A/NBP/2014,2014-03-24,4.199,0.05
56/A/NBP/2014,2014-03-21,4.197,-0.28
55/A/NBP/2014,2014-03-20,4.2089,0.06
54/A/NBP/2014,2014-03-19,4.2065,-0.54
53/A/NBP/2014,2014-03-18,4.2295,0
52/A/NBP/2014,2014-03-17,4.2295,-0.09
51/A/NBP/2014,2014-03-14,4.2334,0.13
50/A/NBP/2014,2014-03-13,4.2277,-0.03
49/A/NBP/2014,2014-03-12,4.229,0.28
48/A/NBP/2014,2014-03-11,4.2171,0.43
47/A/NBP/2014,2014-03-10,4.1991,0.23
46/A/NBP/2014,2014-03-07,4.1893,0.25
45/A/NBP/2014,2014-03-06,4.1788,-0.17
44/A/NBP/2014,2014-03-05,4.186,-0.16
43/A/NBP/2014,2014-03-04,4.1926,-0.12
42/A/NBP/2014,2014-03-03,4.1978,0.9
41/A/NBP/2014,2014-02-28,4.1602,-0.59
40/A/NBP/2014,2014-02-27,4.1851,0.64
39/A/NBP/2014,2014-02-26,4.1584,-0.03
38/A/NBP/2014,2014-02-25,4.1595,-0.1
37/A/NBP/2014,2014-02-24,4.1638,-0.1
36/A/NBP/2014,2014-02-21,4.1681,-0.24
35/A/NBP/2014,2014-02-20,4.178,0.34
34/A/NBP/2014,2014-02-19,4.1638,0.13
33/A/NBP/2014,2014-02-18,4.1584,0.32
32/A/NBP/2014,2014-02-17,4.145,-0.19
31/A/NBP/2014,2014-02-14,4.153,-0.53
30/A/NBP/2014,2014-02-13,4.1752,0.16
29/A/NBP/2014,2014-02-12,4.1686,-0.27
28/A/NBP/2014,2014-02-11,4.1798,-0.06
27/A/NBP/2014,2014-02-10,4.1822,-0.1
26/A/NBP/2014,2014-02-07,4.1865,0.01
25/A/NBP/2014,2014-02-06,4.186,-0.06
24/A/NBP/2014,2014-02-05,4.1887,-0.6
23/A/NBP/2014,2014-02-04,4.214,-0.55
22/A/NBP/2014,2014-02-03,4.2375,0.02
21/A/NBP/2014,2014-01-31,4.2368,0.01
20/A/NBP/2014,2014-01-30,4.2365,0.5
19/A/NBP/2014,2014-01-29,4.2155,0.78
18/A/NBP/2014,2014-01-28,4.1827,-1.1
17/A/NBP/2014,2014-01-27,4.2291,0.66
16/A/NBP/2014,2014-01-24,4.2014,0.8
15/A/NBP/2014,2014-01-23,4.1679,0.02
14/A/NBP/2014,2014-01-22,4.1669,0.05
13/A/NBP/2014,2014-01-21,4.1647,0.15
12/A/NBP/2014,2014-01-20,4.1586,-0.04
11/A/NBP/2014,2014-01-17,4.1601,-0.11
10/A/NBP/2014,2014-01-16,4.1647,0.3
9/A/NBP/2014,2014-01-15,4.1522,-0.1
8/A/NBP/2014,2014-01-14,4.1565,-0.08
7/A/NBP/2014,2014-01-13,4.16,-0.35
6/A/NBP/2014,2014-01-10,4.1745,-0.07
5/A/NBP/2014,2014-01-09,4.1776,-0.03
4/A/NBP/2014,2014-01-08,4.1789,-0.02
3/A/NBP/2014,2014-01-07,4.1798,0.37
2/A/NBP/2014,2014-01-03,4.1645,0.03
1/A/NBP/2014,2014-01-02,4.1631,0
