Tabela,Data,Kurs średni,Zmiana
251/A/NBP/2023,2023-12-29,4.348,0.2
250/A/NBP/2023,2023-12-28,4.3392,0.19
249/A/NBP/2023,2023-12-27,4.3311,0.05
248/A/NBP/2023,2023-12-22,4.3288,-0.23
247/A/NBP/2023,2023-12-21,4.3387,0.11
246/A/NBP/2023,2023-12-20,4.3341,0.05
245/A/NBP/2023,2023-12-19,4.3321,0.12
244/A/NBP/2023,2023-12-18,4.3269,0.39
243/A/NBP/2023,2023-12-15,4.3103,0.12
242/A/NBP/2023,2023-12-14,4.3053,-0.59
241/A/NBP/2023,2023-12-13,4.3309,-0.2
240/A/NBP/2023,2023-12-12,4.3396,0.07
239/A/NBP/2023,2023-12-11,4.3366,0.15
238/A/NBP/2023,2023-12-08,4.3303,-0.07
237/A/NBP/2023,2023-12-07,4.3334,-0.11
236/A/NBP/2023,2023-12-06,4.3382,0.34
235/A/NBP/2023,2023-12-05,4.3233,-0.24
234/A/NBP/2023,2023-12-04,4.3337,-0.36
233/A/NBP/2023,2023-12-01,4.3494,0
232/A/NBP/2023,2023-11-30,4.3492,0.38
231/A/NBP/2023,2023-11-29,4.3327,-0.49
230/A/NBP/2023,2023-11-28,4.3542,0
229/A/NBP/2023,2023-11-27,4.3543,-0.41
228/A/NBP/2023,2023-11-24,4.3722,0.15
227/A/NBP/2023,2023-11-23,4.3658,-0.33
226/A/NBP/2023,2023-11-22,4.3804,0.36
225/A/NBP/2023,2023-11-21,4.3647,-0.08
224/A/NBP/2023,2023-11-20,4.368,-0.2
223/A/NBP/2023,2023-11-17,4.3767,-0.2
222/A/NBP/2023,2023-11-16,4.3854,-0.1
221/A/NBP/2023,2023-11-15,4.39,-0.6
220/A/NBP/2023,2023-11-14,4.4163,-0.39
219/A/NBP/2023,2023-11-13,4.4336,0.25
218/A/NBP/2023,2023-11-10,4.4227,-0.42
217/A/NBP/2023,2023-11-09,4.4413,-0.38
216/A/NBP/2023,2023-11-08,4.4584,0.16
215/A/NBP/2023,2023-11-07,4.4513,-0.23
214/A/NBP/2023,2023-11-06,4.4615,0.1
213/A/NBP/2023,2023-11-03,4.4569,-0.03
212/A/NBP/2023,2023-11-02,4.4582,0.24
211/A/NBP/2023,2023-10-31,4.4475,-0.04
210/A/NBP/2023,2023-10-30,4.4491,-0.34
209/A/NBP/2023,2023-10-27,4.4642,-0.15
208/A/NBP/2023,2023-10-26,4.4708,-0.11
207/A/NBP/2023,2023-10-25,4.4758,0.35
206/A/NBP/2023,2023-10-24,4.4604,0.12
205/A/NBP/2023,2023-10-23,4.4552,-0.28
204/A/NBP/2023,2023-10-20,4.4675,0.33
203/A/NBP/2023,2023-10-19,4.4529,0.09
202/A/NBP/2023,2023-10-18,4.4488,0.22
201/A/NBP/2023,2023-10-17,4.4389,-0.93
200/A/NBP/2023,2023-10-16,4.4804,-1.35
199/A/NBP/2023,2023-10-13,4.5417,0.19
198/A/NBP/2023,2023-10-12,4.5329,0.32
197/A/NBP/2023,2023-10-11,4.5183,-0.87
196/A/NBP/2023,2023-10-10,4.5581,-0.46
195/A/NBP/2023,2023-10-09,4.5793,-0.45
194/A/NBP/2023,2023-10-06,4.5998,0.05
193/A/NBP/2023,2023-10-05,4.5974,-0.71
192/A/NBP/2023,2023-10-04,4.6303,0.34
191/A/NBP/2023,2023-10-03,4.6147,0.12
190/A/NBP/2023,2023-10-02,4.6091,-0.57
189/A/NBP/2023,2023-09-29,4.6356,0.03
188/A/NBP/2023,2023-09-28,4.634,0.6
187/A/NBP/2023,2023-09-27,4.6065,-0.03
186/A/NBP/2023,2023-09-26,4.6077,0.4
185/A/NBP/2023,2023-09-25,4.5892,-0.38
184/A/NBP/2023,2023-09-22,4.6069,-0.31
183/A/NBP/2023,2023-09-21,4.621,-0.69
182/A/NBP/2023,2023-09-20,4.6529,0.15
181/A/NBP/2023,2023-09-19,4.6458,0.17
180/A/NBP/2023,2023-09-18,4.6377,0.15
179/A/NBP/2023,2023-09-15,4.6307,0.05
178/A/NBP/2023,2023-09-14,4.6285,-0.25
177/A/NBP/2023,2023-09-13,4.6402,-0.93
176/A/NBP/2023,2023-09-12,4.6836,1.36
175/A/NBP/2023,2023-09-11,4.6209,0.41
174/A/NBP/2023,2023-09-08,4.6019,0.17
173/A/NBP/2023,2023-09-07,4.594,2.15
172/A/NBP/2023,2023-09-06,4.4974,0.47
171/A/NBP/2023,2023-09-05,4.4764,0.25
170/A/NBP/2023,2023-09-04,4.4653,-0.24
169/A/NBP/2023,2023-09-01,4.4762,0.17
168/A/NBP/2023,2023-08-31,4.4684,-0.13
167/A/NBP/2023,2023-08-30,4.474,0.11
166/A/NBP/2023,2023-08-29,4.469,-0.06
165/A/NBP/2023,2023-08-28,4.4716,0.09
164/A/NBP/2023,2023-08-25,4.4674,-0.13
163/A/NBP/2023,2023-08-24,4.473,-0.23
162/A/NBP/2023,2023-08-23,4.4834,0.42
161/A/NBP/2023,2023-08-22,4.4648,-0.27
160/A/NBP/2023,2023-08-21,4.4768,-0.23
159/A/NBP/2023,2023-08-18,4.4869,0.42
158/A/NBP/2023,2023-08-17,4.4681,0.13
157/A/NBP/2023,2023-08-16,4.4621,0.59
156/A/NBP/2023,2023-08-14,4.4361,-0.42
155/A/NBP/2023,2023-08-11,4.4547,-0.23
154/A/NBP/2023,2023-08-10,4.465,0.14
153/A/NBP/2023,2023-08-09,4.4586,0.48
152/A/NBP/2023,2023-08-08,4.4375,0.22
151/A/NBP/2023,2023-08-07,4.4279,-0.36
150/A/NBP/2023,2023-08-04,4.4438,-0.33
149/A/NBP/2023,2023-08-03,4.4585,0.23
148/A/NBP/2023,2023-08-02,4.4484,0.67
147/A/NBP/2023,2023-08-01,4.419,0.12
146/A/NBP/2023,2023-07-31,4.4135,-0.28
145/A/NBP/2023,2023-07-28,4.4257,0.07
144/A/NBP/2023,2023-07-27,4.4224,-0.05
143/A/NBP/2023,2023-07-26,4.4248,-0.23
142/A/NBP/2023,2023-07-25,4.4348,-0.38
141/A/NBP/2023,2023-07-24,4.4517,0.04
140/A/NBP/2023,2023-07-21,4.4501,-0.02
139/A/NBP/2023,2023-07-20,4.4511,0.04
138/A/NBP/2023,2023-07-19,4.4492,0.36
137/A/NBP/2023,2023-07-18,4.4331,-0.42
136/A/NBP/2023,2023-07-17,4.452,0.08
135/A/NBP/2023,2023-07-14,4.4486,0.34
134/A/NBP/2023,2023-07-13,4.4336,-0.3
133/A/NBP/2023,2023-07-12,4.4471,0.1
132/A/NBP/2023,2023-07-11,4.4426,-0.29
131/A/NBP/2023,2023-07-10,4.4553,-0.56
130/A/NBP/2023,2023-07-07,4.4803,0.11
129/A/NBP/2023,2023-07-06,4.4754,0.58
128/A/NBP/2023,2023-07-05,4.4498,0.51
127/A/NBP/2023,2023-07-04,4.4273,-0.11
126/A/NBP/2023,2023-07-03,4.4321,-0.41
125/A/NBP/2023,2023-06-30,4.4503,-0.15
124/A/NBP/2023,2023-06-29,4.4568,-0.07
123/A/NBP/2023,2023-06-28,4.46,0.71
122/A/NBP/2023,2023-06-27,4.4286,-0.02
121/A/NBP/2023,2023-06-26,4.4297,-0.16
120/A/NBP/2023,2023-06-23,4.4367,0.07
119/A/NBP/2023,2023-06-22,4.4335,-0.16
118/A/NBP/2023,2023-06-21,4.4408,0.05
117/A/NBP/2023,2023-06-20,4.4386,-0.16
116/A/NBP/2023,2023-06-19,4.4457,-0.28
115/A/NBP/2023,2023-06-16,4.4583,-0.11
114/A/NBP/2023,2023-06-15,4.4633,-0.18
113/A/NBP/2023,2023-06-14,4.4715,-0.15
112/A/NBP/2023,2023-06-13,4.4783,0.94
111/A/NBP/2023,2023-06-12,4.4366,-0.78
110/A/NBP/2023,2023-06-09,4.4717,-0.16
109/A/NBP/2023,2023-06-07,4.479,-0.25
108/A/NBP/2023,2023-06-06,4.4902,0.11
107/A/NBP/2023,2023-06-05,4.4851,-0.66
106/A/NBP/2023,2023-06-02,4.5148,-0.36
105/A/NBP/2023,2023-06-01,4.5312,-0.14
104/A/NBP/2023,2023-05-31,4.5376,0.34
103/A/NBP/2023,2023-05-30,4.522,-0.16
102/A/NBP/2023,2023-05-29,4.5294,0.11
101/A/NBP/2023,2023-05-26,4.5242,0.47
100/A/NBP/2023,2023-05-25,4.503,0.51
99/A/NBP/2023,2023-05-24,4.4803,-0.4
98/A/NBP/2023,2023-05-23,4.4981,-0.64
97/A/NBP/2023,2023-05-22,4.5269,-0.22
96/A/NBP/2023,2023-05-19,4.5367,0.03
95/A/NBP/2023,2023-05-18,4.5355,0.91
94/A/NBP/2023,2023-05-17,4.4945,0.09
93/A/NBP/2023,2023-05-16,4.4904,-0.43
92/A/NBP/2023,2023-05-15,4.5096,-0.77
91/A/NBP/2023,2023-05-12,4.5444,0.41
90/A/NBP/2023,2023-05-11,4.5259,-0.5
89/A/NBP/2023,2023-05-10,4.5488,-0.43
88/A/NBP/2023,2023-05-09,4.5683,0.03
87/A/NBP/2023,2023-05-08,4.5671,-0.47
86/A/NBP/2023,2023-05-05,4.5885,0.04
85/A/NBP/2023,2023-05-04,4.5868,-0.05
84/A/NBP/2023,2023-05-02,4.5892,0.01
83/A/NBP/2023,2023-04-28,4.5889,-0.06
82/A/NBP/2023,2023-04-27,4.5915,0.06
81/A/NBP/2023,2023-04-26,4.5887,-0.2
80/A/NBP/2023,2023-04-25,4.598,-0.32
79/A/NBP/2023,2023-04-24,4.6129,0.2
78/A/NBP/2023,2023-04-21,4.6039,-0.15
77/A/NBP/2023,2023-04-20,4.6109,-0.37
76/A/NBP/2023,2023-04-19,4.6278,-0.02
75/A/NBP/2023,2023-04-18,4.6286,-0.12
74/A/NBP/2023,2023-04-17,4.6341,-0.33
73/A/NBP/2023,2023-04-14,4.6494,-0.04
72/A/NBP/2023,2023-04-13,4.6511,-0.32
71/A/NBP/2023,2023-04-12,4.666,-0.32
70/A/NBP/2023,2023-04-11,4.681,-0.11
69/A/NBP/2023,2023-04-07,4.6862,-0.09
68/A/NBP/2023,2023-04-06,4.6902,0.21
67/A/NBP/2023,2023-04-05,4.6803,0.04
66/A/NBP/2023,2023-04-04,4.6785,-0.04
65/A/NBP/2023,2023-04-03,4.6805,0.11
64/A/NBP/2023,2023-03-31,4.6755,-0.1
63/A/NBP/2023,2023-03-30,4.6801,-0.1
62/A/NBP/2023,2023-03-29,4.685,0.07
61/A/NBP/2023,2023-03-28,4.6816,-0.09
60/A/NBP/2023,2023-03-27,4.6856,-0.12
59/A/NBP/2023,2023-03-24,4.6911,0.2
58/A/NBP/2023,2023-03-23,4.6817,-0.15
57/A/NBP/2023,2023-03-22,4.6888,-0.2
56/A/NBP/2023,2023-03-21,4.6981,-0.27
55/A/NBP/2023,2023-03-20,4.7109,0.1
54/A/NBP/2023,2023-03-17,4.7062,0.18
53/A/NBP/2023,2023-03-16,4.6978,-0.08
52/A/NBP/2023,2023-03-15,4.7015,0.23
51/A/NBP/2023,2023-03-14,4.6909,0.13
50/A/NBP/2023,2023-03-13,4.6848,0.02
49/A/NBP/2023,2023-03-10,4.6838,0
48/A/NBP/2023,2023-03-09,4.6836,-0.39
47/A/NBP/2023,2023-03-08,4.7018,0.31
46/A/NBP/2023,2023-03-07,4.6871,-0.43
45/A/NBP/2023,2023-03-06,4.7073,0.06
44/A/NBP/2023,2023-03-03,4.7046,0.63
43/A/NBP/2023,2023-03-02,4.675,-0.37
42/A/NBP/2023,2023-03-01,4.6925,-0.52
41/A/NBP/2023,2023-02-28,4.717,0.02
40/A/NBP/2023,2023-02-27,4.7162,-0.18
39/A/NBP/2023,2023-02-24,4.7245,-0.59
38/A/NBP/2023,2023-02-23,4.7525,-0.03
37/A/NBP/2023,2023-02-22,4.7538,0.15
36/A/NBP/2023,2023-02-21,4.7469,-0.15
35/A/NBP/2023,2023-02-20,4.7542,-0.43
34/A/NBP/2023,2023-02-17,4.7747,0.04
33/A/NBP/2023,2023-02-16,4.7728,0.28
32/A/NBP/2023,2023-02-15,4.7593,-0.53
31/A/NBP/2023,2023-02-14,4.7847,-0.1
30/A/NBP/2023,2023-02-13,4.7895,0.38
29/A/NBP/2023,2023-02-10,4.7716,0.75
28/A/NBP/2023,2023-02-09,4.7363,-0.08
27/A/NBP/2023,2023-02-08,4.7402,-0.16
26/A/NBP/2023,2023-02-07,4.7476,0.6
25/A/NBP/2023,2023-02-06,4.7195,0.59
24/A/NBP/2023,2023-02-03,4.692,-0.34
23/A/NBP/2023,2023-02-02,4.7079,0
22/A/NBP/2023,2023-02-01,4.708,-0.02
21/A/NBP/2023,2023-01-31,4.7089,-0.15
20/A/NBP/2023,2023-01-30,4.716,0.18
19/A/NBP/2023,2023-01-27,4.7076,-0.35
18/A/NBP/2023,2023-01-26,4.7239,0.34
17/A/NBP/2023,2023-01-25,4.7079,0.01
16/A/NBP/2023,2023-01-24,4.7073,-0.24
15/A/NBP/2023,2023-01-23,4.7186,0.1
14/A/NBP/2023,2023-01-20,4.7137,0.18
13/A/NBP/2023,2023-01-19,4.7053,-0.08
12/A/NBP/2023,2023-01-18,4.7091,0.31
11/A/NBP/2023,2023-01-17,4.6946,-0.12
10/A/NBP/2023,2023-01-16,4.7004,0.19
9/A/NBP/2023,2023-01-13,4.6915,0.06
8/A/NBP/2023,2023-01-12,4.6888,0.04
7/A/NBP/2023,2023-01-11,4.6871,-0.23
6/A/NBP/2023,2023-01-10,4.6981,0.02
5/A/NBP/2023,2023-01-09,4.697,0.56
4/A/NBP/2023,2023-01-05,4.6709,0.04
3/A/NBP/2023,2023-01-04,4.6688,-0.24
2/A/NBP/2023,2023-01-03,4.68,0.03
1/A/NBP/2023,2023-01-02,4.6784,-0.25
252/A/NBP/2022,2022-12-30,4.6899,-0.15
251/A/NBP/2022,2022-12-29,4.6969,0.07
250/A/NBP/2022,2022-12-28,4.6938,0.82
249/A/NBP/2022,2022-12-27,4.6558,0.42
248/A/NBP/2022,2022-12-23,4.6364,-0.4
247/A/NBP/2022,2022-12-22,4.6551,-0.21
246/A/NBP/2022,2022-12-21,4.6648,-0.33
245/A/NBP/2022,2022-12-20,4.6804,-0.17
244/A/NBP/2022,2022-12-19,4.6886,-0.1
243/A/NBP/2022,2022-12-16,4.6934,0.19
242/A/NBP/2022,2022-12-15,4.6843,-0.09
241/A/NBP/2022,2022-12-14,4.6886,-0.13
240/A/NBP/2022,2022-12-13,4.6945,0.07
239/A/NBP/2022,2022-12-12,4.6912,0.19
238/A/NBP/2022,2022-12-09,4.6821,-0.33
237/A/NBP/2022,2022-12-08,4.6976,0.02
236/A/NBP/2022,2022-12-07,4.6968,-0.06
235/A/NBP/2022,2022-12-06,4.6995,0.21
234/A/NBP/2022,2022-12-05,4.6898,0.1
233/A/NBP/2022,2022-12-02,4.685,-0.09
232/A/NBP/2022,2022-12-01,4.6892,0.45
231/A/NBP/2022,2022-11-30,4.6684,-0.28
230/A/NBP/2022,2022-11-29,4.6813,-0.05
229/A/NBP/2022,2022-11-28,4.6835,-0.1
228/A/NBP/2022,2022-11-25,4.6884,-0.23
227/A/NBP/2022,2022-11-24,4.6993,0.07
226/A/NBP/2022,2022-11-23,4.6958,-0.25
225/A/NBP/2022,2022-11-22,4.7075,0.09
224/A/NBP/2022,2022-11-21,4.7035,-0.07
223/A/NBP/2022,2022-11-18,4.7067,0.06
222/A/NBP/2022,2022-11-17,4.7039,0.21
221/A/NBP/2022,2022-11-16,4.6942,-0.09
220/A/NBP/2022,2022-11-15,4.6985,0.41
219/A/NBP/2022,2022-11-14,4.6794,-0.75
218/A/NBP/2022,2022-11-10,4.7146,0.23
217/A/NBP/2022,2022-11-09,4.7037,0.27
216/A/NBP/2022,2022-11-08,4.6912,0.12
215/A/NBP/2022,2022-11-07,4.6858,-0.09
214/A/NBP/2022,2022-11-04,4.6898,-0.43
213/A/NBP/2022,2022-11-03,4.7101,0.13
212/A/NBP/2022,2022-11-02,4.7039,-0.11
211/A/NBP/2022,2022-10-31,4.7089,-0.23
210/A/NBP/2022,2022-10-28,4.7199,-0.64
209/A/NBP/2022,2022-10-27,4.7504,-0.46
208/A/NBP/2022,2022-10-26,4.7723,-0.17
207/A/NBP/2022,2022-10-25,4.7805,-0.13
206/A/NBP/2022,2022-10-24,4.7866,0.13
205/A/NBP/2022,2022-10-21,4.7804,-0.31
204/A/NBP/2022,2022-10-20,4.7955,-0.09
203/A/NBP/2022,2022-10-19,4.7997,-0.2
202/A/NBP/2022,2022-10-18,4.8092,-0.28
201/A/NBP/2022,2022-10-17,4.8229,-0.21
200/A/NBP/2022,2022-10-14,4.833,-0.28
199/A/NBP/2022,2022-10-13,4.8468,-0.14
198/A/NBP/2022,2022-10-12,4.8536,-0.36
197/A/NBP/2022,2022-10-11,4.8711,0.07
196/A/NBP/2022,2022-10-10,4.8677,0.15
195/A/NBP/2022,2022-10-07,4.8606,0.33
194/A/NBP/2022,2022-10-06,4.8445,0.66
193/A/NBP/2022,2022-10-05,4.8128,0.25
192/A/NBP/2022,2022-10-04,4.8007,-0.55
191/A/NBP/2022,2022-10-03,4.8272,-0.87
190/A/NBP/2022,2022-09-30,4.8698,0.13
189/A/NBP/2022,2022-09-29,4.8637,1.02
188/A/NBP/2022,2022-09-28,4.8147,1.12
187/A/NBP/2022,2022-09-27,4.7616,0.11
186/A/NBP/2022,2022-09-26,4.7566,-0.05
185/A/NBP/2022,2022-09-23,4.7591,-0.35
184/A/NBP/2022,2022-09-22,4.7758,0.65
183/A/NBP/2022,2022-09-21,4.7449,0.6
182/A/NBP/2022,2022-09-20,4.7165,0.05
181/A/NBP/2022,2022-09-19,4.7142,-0.07
180/A/NBP/2022,2022-09-16,4.7176,0.03
179/A/NBP/2022,2022-09-15,4.7164,-0.07
178/A/NBP/2022,2022-09-14,4.7195,0.24
177/A/NBP/2022,2022-09-13,4.7082,-0.07
176/A/NBP/2022,2022-09-12,4.7113,0.03
175/A/NBP/2022,2022-09-09,4.7098,-0.31
174/A/NBP/2022,2022-09-08,4.7244,0.23
173/A/NBP/2022,2022-09-07,4.7137,-0.07
172/A/NBP/2022,2022-09-06,4.7168,-0.2
171/A/NBP/2022,2022-09-05,4.7263,0.25
170/A/NBP/2022,2022-09-02,4.7144,0.02
169/A/NBP/2022,2022-09-01,4.7133,-0.28
168/A/NBP/2022,2022-08-31,4.7265,-0.13
167/A/NBP/2022,2022-08-30,4.7328,-0.42
166/A/NBP/2022,2022-08-29,4.7529,0.24
165/A/NBP/2022,2022-08-26,4.7413,-0.36
164/A/NBP/2022,2022-08-25,4.7584,-0.39
163/A/NBP/2022,2022-08-24,4.7772,0.14
162/A/NBP/2022,2022-08-23,4.7706,0.45
161/A/NBP/2022,2022-08-22,4.7493,0.03
160/A/NBP/2022,2022-08-19,4.748,0.5
159/A/NBP/2022,2022-08-18,4.7244,0.69
158/A/NBP/2022,2022-08-17,4.6921,-0.01
157/A/NBP/2022,2022-08-16,4.6928,0.2
156/A/NBP/2022,2022-08-12,4.6832,0.19
155/A/NBP/2022,2022-08-11,4.6745,-0.83
154/A/NBP/2022,2022-08-10,4.7138,0.25
153/A/NBP/2022,2022-08-09,4.7021,0.02
152/A/NBP/2022,2022-08-08,4.7013,-0.09
151/A/NBP/2022,2022-08-05,4.7053,-0.37
150/A/NBP/2022,2022-08-04,4.723,0.42
149/A/NBP/2022,2022-08-03,4.7032,-0.13
148/A/NBP/2022,2022-08-02,4.7092,-0.81
147/A/NBP/2022,2022-08-01,4.7475,0.16
146/A/NBP/2022,2022-07-29,4.7399,-1.2
145/A/NBP/2022,2022-07-28,4.7973,0.34
144/A/NBP/2022,2022-07-27,4.7811,1.33
143/A/NBP/2022,2022-07-26,4.7183,-0.03
142/A/NBP/2022,2022-07-25,4.7196,-0.94
141/A/NBP/2022,2022-07-22,4.7643,0.14
140/A/NBP/2022,2022-07-21,4.7578,-0.05
139/A/NBP/2022,2022-07-20,4.7603,-0.27
138/A/NBP/2022,2022-07-19,4.7731,-0.08
137/A/NBP/2022,2022-07-18,4.777,-0.72
136/A/NBP/2022,2022-07-15,4.8115,-0.53
135/A/NBP/2022,2022-07-14,4.8371,-0.06
134/A/NBP/2022,2022-07-13,4.8399,0.13
133/A/NBP/2022,2022-07-12,4.8337,0.75
132/A/NBP/2022,2022-07-11,4.7976,0.04
131/A/NBP/2022,2022-07-08,4.7958,-0.01
130/A/NBP/2022,2022-07-07,4.7965,0.05
129/A/NBP/2022,2022-07-06,4.7942,1.23
128/A/NBP/2022,2022-07-05,4.7358,0.76
127/A/NBP/2022,2022-07-04,4.7002,-0.37
126/A/NBP/2022,2022-07-01,4.7176,0.79
125/A/NBP/2022,2022-06-30,4.6806,-0.01
124/A/NBP/2022,2022-06-29,4.6809,-0.41
123/A/NBP/2022,2022-06-28,4.7004,0.08
122/A/NBP/2022,2022-06-27,4.6965,-0.27
121/A/NBP/2022,2022-06-24,4.7094,0
120/A/NBP/2022,2022-06-23,4.7096,1.09
119/A/NBP/2022,2022-06-22,4.659,0.28
118/A/NBP/2022,2022-06-21,4.646,-0.58
117/A/NBP/2022,2022-06-20,4.6731,-0.47
116/A/NBP/2022,2022-06-17,4.6951,0.66
115/A/NBP/2022,2022-06-15,4.6642,0.2
114/A/NBP/2022,2022-06-14,4.6548,0.51
113/A/NBP/2022,2022-06-13,4.6313,0.61
112/A/NBP/2022,2022-06-10,4.603,0.45
111/A/NBP/2022,2022-06-09,4.5826,0.02
110/A/NBP/2022,2022-06-08,4.5817,-0.08
109/A/NBP/2022,2022-06-07,4.5855,-0.05
108/A/NBP/2022,2022-06-06,4.588,-0.06
107/A/NBP/2022,2022-06-03,4.5908,0.07
106/A/NBP/2022,2022-06-02,4.5876,-0.03
105/A/NBP/2022,2022-06-01,4.5891,0.3
104/A/NBP/2022,2022-05-31,4.5756,-0.25
103/A/NBP/2022,2022-05-30,4.5869,-0.51
102/A/NBP/2022,2022-05-27,4.6102,-0.07
101/A/NBP/2022,2022-05-26,4.6135,0.39
100/A/NBP/2022,2022-05-25,4.5955,-0.33
99/A/NBP/2022,2022-05-24,4.6107,-0.14
98/A/NBP/2022,2022-05-23,4.6171,-0.42
97/A/NBP/2022,2022-05-20,4.6366,-0.14
96/A/NBP/2022,2022-05-19,4.6429,-0.21
95/A/NBP/2022,2022-05-18,4.6528,-0.06
94/A/NBP/2022,2022-05-17,4.6558,-0.36
93/A/NBP/2022,2022-05-16,4.6724,0.1
92/A/NBP/2022,2022-05-13,4.6679,-0.35
91/A/NBP/2022,2022-05-12,4.6841,0.3
90/A/NBP/2022,2022-05-11,4.67,-0.13
89/A/NBP/2022,2022-05-10,4.6761,-0.63
88/A/NBP/2022,2022-05-09,4.7059,0.17
87/A/NBP/2022,2022-05-06,4.6979,0.69
86/A/NBP/2022,2022-05-05,4.6658,-0.25
85/A/NBP/2022,2022-05-04,4.6777,-0.06
84/A/NBP/2022,2022-05-02,4.6806,0.48
83/A/NBP/2022,2022-04-29,4.6582,-0.71
82/A/NBP/2022,2022-04-28,4.6915,-0.34
81/A/NBP/2022,2022-04-27,4.7076,1.39
80/A/NBP/2022,2022-04-26,4.6429,0.05
79/A/NBP/2022,2022-04-25,4.6405,0.09
78/A/NBP/2022,2022-04-22,4.6361,-0.35
77/A/NBP/2022,2022-04-21,4.6523,0.49
76/A/NBP/2022,2022-04-20,4.6295,-0.14
75/A/NBP/2022,2022-04-19,4.6361,-0.04
74/A/NBP/2022,2022-04-15,4.6378,-0.15
73/A/NBP/2022,2022-04-14,4.6447,-0.03
72/A/NBP/2022,2022-04-13,4.646,-0.36
71/A/NBP/2022,2022-04-12,4.6626,0.38
70/A/NBP/2022,2022-04-11,4.6451,0.1
69/A/NBP/2022,2022-04-08,4.6405,-0.16
68/A/NBP/2022,2022-04-07,4.6478,-0.13
67/A/NBP/2022,2022-04-06,4.6539,0.48
66/A/NBP/2022,2022-04-05,4.6317,-0.12
65/A/NBP/2022,2022-04-04,4.6373,-0.12
64/A/NBP/2022,2022-04-01,4.6428,-0.21
63/A/NBP/2022,2022-03-31,4.6525,0.04
62/A/NBP/2022,2022-03-30,4.6507,-1.35
61/A/NBP/2022,2022-03-29,4.7144,0.26
60/A/NBP/2022,2022-03-28,4.702,-0.93
59/A/NBP/2022,2022-03-25,4.7459,-0.27
58/A/NBP/2022,2022-03-24,4.7589,1.18
57/A/NBP/2022,2022-03-23,4.7036,0.13
56/A/NBP/2022,2022-03-22,4.6975,0.1
55/A/NBP/2022,2022-03-21,4.693,-0.62
54/A/NBP/2022,2022-03-18,4.7221,0.74
53/A/NBP/2022,2022-03-17,4.6876,-0.38
52/A/NBP/2022,2022-03-16,4.7055,-0.54
51/A/NBP/2022,2022-03-15,4.7311,-0.32
50/A/NBP/2022,2022-03-14,4.7465,-0.96
49/A/NBP/2022,2022-03-11,4.7924,-0.19
48/A/NBP/2022,2022-03-10,4.8013,-0.86
47/A/NBP/2022,2022-03-09,4.8429,-1.41
46/A/NBP/2022,2022-03-08,4.9121,-1.06
45/A/NBP/2022,2022-03-07,4.9647,2.65
44/A/NBP/2022,2022-03-04,4.8363,0.9
43/A/NBP/2022,2022-03-03,4.7931,-0.12
42/A/NBP/2022,2022-03-02,4.7989,1.58
41/A/NBP/2022,2022-03-01,4.7241,0.71
40/A/NBP/2022,2022-02-28,4.6909,0.65
39/A/NBP/2022,2022-02-25,4.6608,0.7
38/A/NBP/2022,2022-02-24,4.6284,2.06
37/A/NBP/2022,2022-02-23,4.5352,-0.14
36/A/NBP/2022,2022-02-22,4.5416,0.49
35/A/NBP/2022,2022-02-21,4.5193,-0.14
34/A/NBP/2022,2022-02-18,4.5256,0.37
33/A/NBP/2022,2022-02-17,4.5088,0.38
32/A/NBP/2022,2022-02-16,4.4916,-0.39
31/A/NBP/2022,2022-02-15,4.5091,-1.43
30/A/NBP/2022,2022-02-14,4.5743,1.28
29/A/NBP/2022,2022-02-11,4.5163,0.63
28/A/NBP/2022,2022-02-10,4.4879,-0.64
27/A/NBP/2022,2022-02-09,4.5167,-0.24
26/A/NBP/2022,2022-02-08,4.5274,-0.61
25/A/NBP/2022,2022-02-07,4.555,0.2
24/A/NBP/2022,2022-02-04,4.5459,0.04
23/A/NBP/2022,2022-02-03,4.5439,-0.13
22/A/NBP/2022,2022-02-02,4.55,-0.7
21/A/NBP/2022,2022-02-01,4.582,-0.35
20/A/NBP/2022,2022-01-31,4.5982,0.62
19/A/NBP/2022,2022-01-28,4.5697,-0.04
18/A/NBP/2022,2022-01-27,4.5713,-0.45
17/A/NBP/2022,2022-01-26,4.592,0.22
16/A/NBP/2022,2022-01-25,4.5821,1.02
15/A/NBP/2022,2022-01-24,4.5358,0.12
14/A/NBP/2022,2022-01-21,4.5303,0.23
13/A/NBP/2022,2022-01-20,4.5201,-0.17
12/A/NBP/2022,2022-01-19,4.5279,0.01
11/A/NBP/2022,2022-01-18,4.5275,0.16
10/A/NBP/2022,2022-01-17,4.5201,-0.38
9/A/NBP/2022,2022-01-14,4.5372,0.23
8/A/NBP/2022,2022-01-13,4.527,-0.14
7/A/NBP/2022,2022-01-12,4.5332,-0.27
6/A/NBP/2022,2022-01-11,4.5454,0.17
5/A/NBP/2022,2022-01-10,4.5377,-0.44
4/A/NBP/2022,2022-01-07,4.5576,-0.21
3/A/NBP/2022,2022-01-05,4.5672,-0.14
2/A/NBP/2022,2022-01-04,4.5737,-0.33
1/A/NBP/2022,2022-01-03,4.5889,-0.23
254/A/NBP/2021,2021-12-31,4.5994,0.17
253/A/NBP/2021,2021-12-30,4.5915,-0.18
252/A/NBP/2021,2021-12-29,4.5997,-0.07
251/A/NBP/2021,2021-12-28,4.6028,-0.46
250/A/NBP/2021,2021-12-27,4.6239,-0.03
249/A/NBP/2021,2021-12-24,4.6252,-0.23
